496774998686585000,@5norri við sushi ætluðum að bjóða þér hingað á ránargötuna. Mjög spennandi. Kannski verður horft á mynd... kannski ekki,lexikris,166364233,Garðyrkjumaður til þriggja ára. Meindýraeyðir á góðviðrisdögum,da,http://pbs.twimg.com/profile_images/492123766265487360/G8aG0rBG_normal.jpeg,"Ránargata, 101 RVK",,
496775000079487000,"RT @MariaLozanoOrgi: ""@YisucristEs: sushi español http://t.co/6DGauyL2Mi"" @CrisLozanoOr JAJAJAJAJAJAJAJAJAJA",CrisLozanoOr,183401307,Amante de toro y caballo..rociero!! ..mi sueño creo que esta por llegar ...Si no hablan de ti es que no has dicho absolutamente nada...aprendiendo dia a dia,es,http://pbs.twimg.com/profile_images/480239772045422592/H3BMF822_normal.jpeg,ESPAÑA Æ / #DePurísimayOro ,,
496775012763066000,Also a restaurant called Crabby Dick's and a sushi place called Saketumi. Which.....seriously?,LegallySparkly,16187929,"3rd year at DePaul Law. Phi Alpha Delta Justice; Intern at Association on American Indian Affairs in DC. Interests: Media, 1st Amendment, IP  Internet Law.",en,http://pbs.twimg.com/profile_images/481164781382938624/WGAxzSad_normal.jpeg,"Usually Chicago, IL",,
496775014310760000,Sushi and martinis for dinner 😋,NicolettieL,499422396,,en,http://pbs.twimg.com/profile_images/492535378155282432/vuJe99iQ_normal.jpeg,,,
496775017112551000,"Just sittin back, relaxing, with Netflix and ramen noodles 👌❤",katie_doak,774020000,The two loves of my life are @mattrailey21 & Eli Michael Railey!,en,http://pbs.twimg.com/profile_images/492764485438808064/hyYL2aT2_normal.jpeg,,,
496775026700321000,a reação do sushi humano aka g-dragon e do senhor orelhas aka chanyeol pra o beijo de trouble maker no MAMA são as melhores,ducksayskwak,2610825481,"Gosto de patos, patos da raça Aron, patos Kwak. Queria comer esse tipo de pato, mas não tem aqui no BR, é triste. Um dia eu cato esse pato.   I'm @sehundoistres",pt,http://pbs.twimg.com/profile_images/494147700170825731/XimvvIOa_normal.png,Brazil ,,
496775040084742000,"Avec yass on a été dans un resto japonais sur Paris a 16h , y'a que nous pour manger des sushi a 16heure",_SarahLima_,1233527478,Algerian girl in Paris. | Skinny girl | T'attaches pas aux gens tu va te fr bouffer,fr,http://pbs.twimg.com/profile_images/495661306423554048/7y4lU81h_normal.jpeg,Torcy 77200,,
496775043998056000,RT @marissamalerba: sushi with my bitches 😍🍱 @MajlaIsaku @katiee_mcmanuss,MajlaIsaku,301544709,Albanian. SCSU 18'. Instagram: majla_isaku,en,http://pbs.twimg.com/profile_images/480334033730408448/N0IMks1F_normal.jpeg,,,
496775047852614000,@RM_xBr Ramen demorando responder ! &gt,&lt,,yyuuiifurukawa,2283089666,"Don't worry , If yo are in trouble or complain  AGAIN ,i'm here Yui for yo gain ^^",pt,http://pbs.twimg.com/profile_images/487283443517366272/qFwAtShD_normal.jpeg,
496775048116859000,"""An American Ramen Master"" by PETE WELLS via NYT http://t.co/3eFI6Yd9Ul",canoe21,42611349,"負けるな、福島。負けるな、東北。負けるな、日本。
今こそすべてを変える勇気を。",ja,http://pbs.twimg.com/profile_images/1282487616/___2_normal.jpg,東京都町田市,,
496775049463202000,RT @notmelia_naire: Sushi karaoke tonight anyone?,madsbrist,737385938,John 3:16,en,http://pbs.twimg.com/profile_images/496024245231943681/T3cWEJc7_normal.jpeg,,,
496775063757017000,"Nevermind about ramen and eggs, we ordered chinese food",reitrou,184152688,Official Princess of Saturn and Not-So-Official Wife of Lee Jongsuk,en,http://pbs.twimg.com/profile_images/491446847001477121/pQ_4s3nN_normal.png,"Maine, USA",,
